Country Code (ISO3),Crop,Item Code (CPC),clipped_PA_surf,total_surf,yield,price
AFG,alfalfa,01912,111.00037384033205,174.08534,,
AFG,almond,01371,2983.571044921875,6001.171,1742.0,
AFG,aniseetc,01654,771.6309814453125,1172.7765,704.0,
AFG,apple,01341,4289.501953125,9298.334,10556.0,
AFG,apricot,01343,2654.3154296875,5826.899,6378.7,
AFG,artichoke,01216,0.1543152630329132,0.23620692,,
AFG,asparagus,01211,0.1368868798017501,0.21006258,,
AFG,banana,01312,16.611539840698242,17.712723,12687.326315789474,600.6999999999999
AFG,barley,0115,23283.953125,96544.5,1528.4,862.4
AFG,bean,01701,145.16065979003906,325.16797,1562.73,1180.675
AFG,beetfor,01801,2.9263267517089844,4.4703245,16839.7,965.1
AFG,berrynes,01355.90,392.296142578125,828.3183,4099.7,
AFG,broadbean,01702,0.4208915829658508,3.6360507,2022.3166666666664,1088.1
AFG,buckwheat,01192,0.9513541460037231,1.4306772,,
AFG,cabbagefor,01212,0.0,0.0,17572.441666666666,277.85
AFG,cabbage,01212,37.50724029541016,83.74726,17572.441666666666,277.85
AFG,carrotfor,01251,0.0,0.0,13045.65,722.1999999999999
AFG,carrot,01251,70.33844757080078,122.267815,13045.65,722.1999999999999
AFG,castor,01447,0.137154072523117,0.50409776,,
AFG,cauliflower,01213,3.235995054244995,7.919676,,
AFG,cerealnes,01199.01,0.4335196018218994,3.7664943,,
AFG,cherry,01344.02,6.783537864685059,14.866257,,
AFG,chickpea,01703,15.956551551818848,44.082577,,
AFG,chilleetc,01231,1.1023502349853516,2.0471659,6726.175,1242.1
AFG,citrusnes,01329,26.85769271850586,42.17724,9147.5,
AFG,cotton,01921.01,21182.796875,70721.81,1320.6,408.8
AFG,cucumberetc,01232,63.655418395996094,113.18953,14003.34,778.5
AFG,date,01314,40.96800994873047,69.43313,6005.742857142858,1103.2
AFG,eggplant,01233,4.725515842437744,9.852764,13908.78888888889,551.7
AFG,fig,01315,240.5373687744141,366.3661,5929.9,
AFG,fornes,01919.96,413.0346984863281,617.05707,,
AFG,fruitnes,01319,1599.2850341796875,3265.7988,,
AFG,garlic,01252,4.370699882507324,11.621388,9704.7,545.1
AFG,grapefruitetc,01321,0.6759023070335388,1.0840821,,
AFG,grape,01330,12364.6318359375,28846.172,9825.0,1715.4
AFG,grassnes,01919.91,264.2119140625,398.69583,,
AFG,greenbean,01241.90,20.977272033691406,34.060677,6485.990909090909,1372.85
AFG,greenbroadbean,01243,0.1484028249979019,0.30553976,,
AFG,greenpea,01242,8.852275848388672,20.96961,4026.9666666666662,827.2
AFG,groundnut,0142,73.39800262451172,120.65146,1034.35,765.4375
AFG,hazelnut,01374,9.96593952178955,16.834112,,
AFG,jutelikefiber,01922.02,0.7376089096069336,1.6728994,,
AFG,jute,01922.01,0.2008105218410492,1.604837,,
AFG,kiwi,01352,1.14507794380188,2.1277158,,
AFG,legumenes,01290.90,0.0,0.0,8995.0,205.2
AFG,lemonlime,01322,14.723397254943848,24.849228,7351.771428571429,1410.2
AFG,lentil,01704,64.30423736572266,91.38467,,
AFG,lettuce,01214,1.8388934135437007,3.3364172,14676.0,354.95
AFG,linseed,01441,2680.23681640625,8397.591,904.3,
AFG,maizefor,0112,177.30227661132812,488.28308,2237.4,488.3
AFG,maize,0112,35096.21875,143388.0,2237.4,488.3
AFG,mango,01316,4.044622421264648,14.784206,9477.3,849.6833333333334
AFG,melonetc,01229,5337.029296875,14374.831,10754.8,865.7
AFG,millet,0118,1404.624267578125,3112.7178,1577.1,516.9125
AFG,mixedgrass,01919.93,185.37261962890625,959.82526,,
AFG,nutnes,01379.90,249.45932006835935,552.1099,838.7,
AFG,oats,0117,1.226025938987732,1.5589007,,
AFG,oilseedfor,01449.90,0.0,0.0,1045.23,267.7
AFG,oilseednes,01449.90,0.0631140619516372,0.33563802,1045.23,267.7
AFG,okra,01239.01,7.24257755279541,17.45304,6426.614285714286,1075.9499999999998
AFG,olive,01450,563.8450927734375,2190.9854,3503.0,
AFG,onion,01253.02,2919.5537109375,7601.439,17755.2,997.525
AFG,orange,01323,147.02540588378906,380.91556,5814.4,1111.3
AFG,papaya,01317,0.3904813528060913,0.90679085,15320.35,934.6
AFG,peachetc,01345,1215.14892578125,2480.3652,10085.4,
AFG,pear,01342.01,142.32029724121094,459.91068,8000.0,
AFG,pea,01705,751.5479736328125,2942.671,1331.925,3178.1
AFG,pepper,01651,5.519614219665527,9.011294,,
AFG,pimento,01652,20.469032287597656,52.368107,2326.735714285714,3890.7
AFG,pistachio,01375,130.1306610107422,317.62036,1297.2,
AFG,plum,01346,630.874755859375,1292.3502,8653.9,
AFG,popcorn,0112,0.0,0.0,2237.4,488.3
AFG,potato,01510,10429.20703125,51687.855,15875.0,758.8285714285714
AFG,pulsenes,01709.90,13496.9833984375,57149.54,585.1,237.3
AFG,pumpkinetc,01235,15.354490280151367,30.543783,13497.536363636364,406.65
AFG,quince,01342.02,1.9214789867401123,4.2317743,,
AFG,rapeseed,01443,397.4928283691406,537.83105,,
AFG,rice,0113,32703.466796875,151391.34,4625.0,777.86
AFG,rootnes,01599.10,6.486753940582275,16.484615,,
AFG,ryefor,0116,0.0,0.0,,
AFG,rye,0116,1.6606212854385376,3.3570914,,
AFG,safflower,01446,21.571706771850582,43.109974,,
AFG,sesame,01444,6884.5078125,21947.246,858.1,1016.525
AFG,sorghumfor,0114,0.0,0.0,952.7346153846154,537.4100000000001
AFG,sorghum,0114,8.6069974899292,15.0637865,952.7346153846154,537.4100000000001
AFG,sourcherry,01344.01,4.249119281768799,8.916769,,
AFG,soybean,0141,16.91248893737793,37.140472,1589.7,723.55
AFG,spicenes,01699,317.1823425292969,1035.6982,1.4,
AFG,spinach,01215,2.39517593383789,5.659625,,
AFG,stonefruitnes,01349.20,308.3655700683594,458.76437,7048.9,
AFG,strawberry,01354,0.8569645285606384,1.6314101,,
AFG,sugarbeet,01801,147.315185546875,649.2134,16839.7,965.1
AFG,sugarcane,01802,569.2755126953125,1681.9014,34248.7,352.2333333333333
AFG,sunflower,01445,253.52182006835935,506.71582,1120.8,
AFG,sweetpotato,01530,2.617025136947632,3.4691129,10542.459090909091,308.7857142857143
AFG,tangetc,01324,21.242151260375977,46.311134,,
AFG,tea,01620,2.6097640991210938,2.9489262,,
AFG,tobacco,01970,0.3286636173725128,0.96663916,1323.095238095238,495.4
AFG,tomato,01234,79.60169219970703,203.6352,14157.226315789472,847.8833333333333
AFG,tropicalnes,01319,19.308603286743164,48.22566,,
AFG,turnipfor,01251,0.0,0.0,13045.65,722.1999999999999
AFG,vegetablenes,01290.90,67.6114501953125,156.2694,8995.0,205.2
AFG,vegfor,01290.90,35096.0625,156152.44,8995.0,205.2
AFG,walnut,01376,347.71197509765625,745.4596,2356.3,
AFG,watermelon,01221,8104.39501953125,22069.822,14667.2,722.6500000000001
AFG,wheat,0111,552861.1875,2661830.2,2045.3,854.3
AFG,yam,01540,12.72051239013672,14.840271,8955.561538461538,814.05
ALB,alfalfa,01912,878.43017578125,1436.7944,,
ALB,almond,01371,74.85102844238281,93.265366,1912.9333333333332,1890.4
ALB,aniseetc,01654,1.7476904392242432,1.9808774,2647.6833333333334,2607.633333333333
ALB,apple,01341,2371.32666015625,4421.737,24137.2,557.5
ALB,apricot,01343,262.6594543457031,449.2071,15109.9,893.8
ALB,artichoke,01216,5.087141513824463,5.9393864,13040.042857142858,1184.55
ALB,asparagus,01211,9.606718063354492,11.377085,6458.6,3378.26
ALB,avocado,01311,4.0155792236328125,4.511839,8579.74347826087,1368.7307692307693
ALB,banana,01312,0.0880796611309051,0.12416933,24929.684375,568.3533333333332
ALB,barley,0115,1733.09521484375,3844.8997,3397.2,396.5
ALB,bean,01701,7143.34375,13511.854,1675.5,2328.4
ALB,beetfor,01801,9.834778785705566,11.485676,32250.4,49.31428571428571
ALB,berrynes,01355.90,0.3318120837211609,0.38686073,9544.786666666663,1893.76
ALB,broadbean,01702,111.66806030273438,207.50409,1181.9,937.1625
ALB,cabbagefor,01212,0.0,0.0,33855.8,341.0
ALB,cabbage,01212,1040.554931640625,1347.7461,33855.8,341.0
ALB,carob,01356,39.87010955810547,46.305862,9497.15,1096.6
ALB,carrotfor,01251,0.0,0.0,29486.2,485.2
ALB,carrot,01251,232.88690185546875,311.34314,29486.2,485.2
ALB,cauliflower,01213,142.793212890625,217.58984,20049.6,1105.0
ALB,cherry,01344.02,1329.4813232421875,2406.2695,10682.9,1017.2
