,Area Code (M49),Area,Volume,Species
646,562,Niger,292593601.864,Gt
647,566,Nigeria,1415160111.4870002,Gt
648,578,Norway,28378419.333333336,Gt
649,583,Micronesia (Federated States of),68504.885,Gt
650,586,Pakistan,5079183300.0,Gt
651,598,Papua New Guinea,141083.50950000001,Gt
652,600,Paraguay,5257845.277142857,Gt
653,604,Peru,42136702.48857143,Gt
654,608,Philippines,157732574.112,Gt
655,616,Poland,12880351.722222222,Gt
656,620,Portugal,49375301.44444445,Gt
657,624,Guinea-Bissau,10236299.71,Gt
658,626,Timor-Leste,18236852.456,Gt
659,630,Puerto Rico,105480.27116666667,Gt
660,634,Qatar,18242334.150222223,Gt
661,642,Romania,325772098.4444444,Gt
662,643,Russian Federation,239499758.77142859,Gt
663,646,Rwanda,91755261.03199999,Gt
664,659,Saint Kitts and Nevis,57214.886000000006,Gt
665,662,Saint Lucia,455866.7111428571,Gt
666,670,Saint Vincent and the Grenadines,224017.19371428568,Gt
667,678,Sao Tome and Principe,58878.548,Gt
668,682,Saudi Arabia,370978657.58650005,Gt
669,686,Senegal,166159121.122,Gt
670,688,Serbia,37105806.25714286,Gt
671,690,Seychelles,149259.16477777777,Gt
672,694,Sierra Leone,11245626.81,Gt
673,702,Singapore,64789.43355555556,Gt
674,703,Slovakia,2083637.5,Gt
675,704,Viet Nam,110670889.576,Gt
676,705,Slovenia,5174197.833333334,Gt
677,706,Somalia,360568480.75600004,Gt
678,710,South Africa,76794978.85714285,Gt
679,716,Zimbabwe,144603421.903,Gt
680,724,Spain,728542663.0,Gt
681,728,South Sudan,329745061.708,Gt
682,729,Sudan,1116694396.376,Gt
683,740,Suriname,42854.90942857142,Gt
684,748,Eswatini,8028772.522,Gt
685,752,Sweden,67629.88888888889,Gt
686,756,Switzerland,33862311.822222225,Gt
687,760,Syrian Arab Republic,105659180.6,Gt
688,762,Tajikistan,130308015.27250001,Gt
689,764,Thailand,11864760.555999998,Gt
690,768,Togo,38881194.66,Gt
691,776,Tonga,182372.15542857142,Gt
692,780,Trinidad and Tobago,250230.5888888889,Gt
693,784,United Arab Emirates,491766220.12766665,Gt
694,788,Tunisia,83567465.049,Gt
695,792,Türkiye,1024795607.5217142,Gt
696,795,Turkmenistan,95768645.65714285,Gt
697,800,Uganda,223247998.71,Gt
698,804,Ukraine,394412790.0,Gt
699,807,North Macedonia,7482744.4120000005,Gt
700,818,Egypt,151386677.26450002,Gt
701,834,United Republic of Tanzania,923283753.3205,Gt
702,840,United States of America,95481558.25972223,Gt
703,854,Burkina Faso,221819030.4,Gt
704,862,Venezuela (Bolivarian Republic of),37289502.17142857,Gt
705,887,Yemen,656096575.41,Gt
706,894,Zambia,115127498.97,Gt
707,12,Algeria,1499410.686,Ho
708,32,Argentina,108321009.39999999,Ho
709,36,Australia,47366240.58733333,Ho
710,70,Bosnia and Herzegovina,24173.761999999995,Ho
711,76,Brazil,109925548.982,Ho
712,100,Bulgaria,0.0,Ho
713,112,Belarus,1471020.0,Ho
714,120,Cameroon,812346.2779999999,Ho
715,124,Canada,41558200.80033333,Ho
716,148,Chad,5479598.534,Ho
717,152,Chile,18703622.624333333,Ho
718,156,"China, mainland",779977512.6139998,Ho
719,170,Colombia,25950803.194,Ho
720,191,Croatia,0.0,Ho
721,192,Cuba,1010100.3999999999,Ho
722,246,Finland,406495.86666666664,Ho
723,268,Georgia,877463.4299999999,Ho
724,320,Guatemala,11832884.879999999,Ho
725,332,Haiti,24241134.716,Ho
726,340,Honduras,2457829.25,Ho
727,352,Iceland,1823479.0999999999,Ho
728,360,Indonesia,6560749.199999999,Ho
729,388,Jamaica,195008.218,Ho
730,392,Japan,9345570.066666666,Ho
731,398,Kazakhstan,769164829.138,Ho
732,417,Kyrgyzstan,150039136.6,Ho
733,450,Madagascar,26233.189999999995,Ho
734,458,Malaysia,933656.394,Ho
735,466,Mali,14758057.184,Ho
736,478,Mauritania,2664850.798,Ho
737,484,Mexico,357403922.59999996,Ho
738,496,Mongolia,405182603.166,Ho
739,498,Republic of Moldova,216485.11,Ho
740,504,Morocco,9644154.222,Ho
741,548,Vanuatu,41090.492,Ho
742,554,New Zealand,0.0,Ho
743,558,Nicaragua,9338623.367999999,Ho
744,562,Niger,4196427.788,Ho
745,578,Norway,19174.333333333332,Ho
746,591,Panama,0.0,Ho
747,598,Papua New Guinea,221094.306,Ho
748,600,Paraguay,10298169.714,Ho
749,608,Philippines,2904528.9899999998,Ho
750,643,Russian Federation,224928764.79999998,Ho
751,686,Senegal,35019053.085999995,Ho
752,688,Serbia,138275.87999999998,Ho
753,704,Viet Nam,6608753.486,Ho
754,710,South Africa,6602084.862,Ho
755,756,Switzerland,556055.6666666666,Ho
756,788,Tunisia,2713100.2539999997,Ho
757,792,Türkiye,3662594.63,Ho
758,804,Ukraine,32852779.999999996,Ho
759,826,United Kingdom of Great Britain and Northern Ireland,5674202.940333333,Ho
760,840,United States of America,36314538.34066666,Ho
761,854,Burkina Faso,408600.322,Ho
762,858,Uruguay,22992786.770666666,Ho
763,860,Uzbekistan,27112369.619999997,Ho
764,8,Albania,31353925.679999996,Pg
765,12,Algeria,371756.50200000004,Pg
766,24,Angola,582943928.7653999,Pg
767,28,Antigua and Barbuda,125831.144,Pg
768,31,Azerbaijan,1851551.7,Pg
769,32,Argentina,2668078623.0,Pg
770,36,Australia,1006049626.6666667,Pg
771,40,Austria,1101420272.0,Pg
772,44,Bahamas,788975.3386666668,Pg
773,51,Armenia,54956415.0,Pg
774,52,Barbados,5854595.466666667,Pg
775,56,Belgium,2380323101.3333335,Pg
776,64,Bhutan,4244122.4454,Pg
777,68,Bolivia (Plurinational State of),423313168.32,Pg
778,70,Bosnia and Herzegovina,29072349.2535,Pg
779,72,Botswana,870339.9495,Pg
780,76,Brazil,19128900190.5645,Pg
781,84,Belize,8184448.649999999,Pg
782,90,Solomon Islands,8893077.0408,Pg
783,96,Brunei Darussalam,82596.144,Pg
784,100,Bulgaria,313620400.5,Pg
785,104,Myanmar,981933300.0,Pg
786,108,Burundi,38510045.874,Pg
787,112,Belarus,1336289205.0,Pg
788,116,Cambodia,348850788.8688,Pg
789,120,Cameroon,167307997.338,Pg
790,124,Canada,5217585964.8,Pg
791,132,Cabo Verde,8678533.2282,Pg
792,140,Central African Republic,67084993.980000004,Pg
793,144,Sri Lanka,5955167.061000001,Pg
794,148,Chad,8788234.1274,Pg
795,152,Chile,1329106965.4533334,Pg
796,156,"China, mainland",204371473500.0,Pg
797,158,"China, Taiwan Province of",1856222666.6666667,Pg
798,170,Colombia,1907017107.3,Pg
799,178,Congo,4829182.4232,Pg
800,180,Democratic Republic of the Congo,94457504.466,Pg
801,184,Cook Islands,0.0,Pg
802,188,Costa Rica,252928232.41499996,Pg
803,191,Croatia,258764357.33333334,Pg
804,192,Cuba,682220563.2555,Pg
805,196,Cyprus,92972544.0,Pg
806,203,Czechia,499796600.0,Pg
807,204,Benin,34569082.414799996,Pg
808,208,Denmark,3711246282.666667,Pg
809,212,Dominica,1558586.0595,Pg
810,214,Dominican Republic,270092633.043,Pg
811,218,Ecuador,738816781.7820001,Pg
812,222,El Salvador,18355503.1266,Pg
813,226,Equatorial Guinea,665304.573,Pg
814,231,Ethiopia,7849747.069200001,Pg
815,233,Estonia,99682616.0,Pg
816,242,Fiji,15171437.589,Pg
817,246,Finland,393104149.3333334,Pg
818,250,France,4962824592.0,Pg
819,258,French Polynesia,1892862.888,Pg
820,266,Gabon,13183822.657499999,Pg
821,268,Georgia,76348845.0,Pg
822,270,Gambia,2175619.6548,Pg
823,276,Germany,10357284365.333334,Pg
824,288,Ghana,99295954.9614,Pg
825,296,Kiribati,3648243.9744000006,Pg
826,300,Greece,182647698.6666667,Pg
827,308,Grenada,887859.612,Pg
828,320,Guatemala,142500988.2405,Pg
829,324,Guinea,16031353.14,Pg
830,328,Guyana,3725491.6845,Pg
831,332,Haiti,110253986.0514,Pg
832,340,Honduras,31668830.4384,Pg
833,344,"China, Hong Kong SAR",233116940.27733335,Pg
834,348,Hungary,1017625077.3333334,Pg
835,352,Iceland,14686064.8,Pg
836,356,India,1095968487.24,Pg
837,360,Indonesia,905318384.94,Pg
838,364,Iran (Islamic Republic of),0.0,Pg
839,372,Ireland,766885136.0,Pg
840,376,Israel,26353750.133333337,Pg
841,380,Italy,2893747373.3333335,Pg
842,384,Côte d'Ivoire,39724473.4164,Pg
843,388,Jamaica,26773732.65,Pg
844,392,Japan,2982117407.4666667,Pg
845,398,Kazakhstan,288674355.9255,Pg
846,404,Kenya,70490889.9252,Pg
847,408,Democratic People's Republic of Korea,387686181.97620004,Pg
848,410,Republic of Korea,3272024800.0,Pg
849,417,Kyrgyzstan,28272788.28,Pg
850,418,Lao People's Democratic Republic,348854234.2488,Pg
851,422,Lebanon,2400258.4307999997,Pg
852,426,Lesotho,1657296.6876,Pg
853,428,Latvia,89283157.33333334,Pg
854,430,Liberia,34241495.6844,Pg
855,440,Lithuania,164200765.33333334,Pg
856,442,Luxembourg,29607328.0,Pg
857,446,"China, Macao SAR",11529333.333333334,Pg
858,450,Madagascar,91302570.0,Pg
859,454,Malawi,1187107401.69,Pg
860,458,Malaysia,724740267.774,Pg
861,466,Mali,2609427.4506,Pg
862,470,Malta,10214989.333333334,Pg
863,478,Mauritania,0.0,Pg
864,480,Mauritius,2150308.05,Pg
865,484,Mexico,6381034970.5395,Pg
866,496,Mongolia,916539.9876,Pg
867,498,Republic of Moldova,194412965.3835,Pg
868,499,Montenegro,12107045.7585,Pg
869,504,Morocco,2129589.378,Pg
870,508,Mozambique,470765594.62259996,Pg
871,516,Namibia,26314090.473,Pg
872,520,Nauru,171602.59733333334,Pg
873,524,Nepal,124236957.42,Pg
874,528,Netherlands (Kingdom of the),3882111002.666667,Pg
875,540,New Caledonia,6949882.133333334,Pg
876,548,Vanuatu,10073326.4136,Pg
877,554,New Zealand,103651012.53333333,Pg
878,558,Nicaragua,51203721.5928,Pg
879,562,Niger,5255651.5596,Pg
880,566,Nigeria,1251097031.8242002,Pg
881,570,Niue,0.0,Pg
882,578,Norway,305771755.2,Pg
883,583,Micronesia (Federated States of),3621128.8338,Pg
884,591,Panama,76364216.51200001,Pg
885,598,Papua New Guinea,283151905.71660006,Pg
886,600,Paraguay,250682396.1,Pg
887,604,Peru,669083767.0605,Pg
888,608,Philippines,4189524748.8768005,Pg
889,616,Poland,4161997098.666667,Pg
890,620,Portugal,852525024.0,Pg
891,624,Guinea-Bissau,43430461.9596,Pg
892,626,Timor-Leste,32646663.7362,Pg
893,630,Puerto Rico,16256636.704,Pg
894,642,Romania,795454824.0,Pg
895,643,Russian Federation,16716144387.449999,Pg
896,646,Rwanda,23064166.1574,Pg
897,659,Saint Kitts and Nevis,97422.86666666667,Pg
898,662,Saint Lucia,4314816.2475,Pg
899,670,Saint Vincent and the Grenadines,1375570.1324999998,Pg
900,678,Sao Tome and Principe,1866155.6232,Pg
901,686,Senegal,68211633.24000001,Pg
902,688,Serbia,1126617572.55,Pg
903,690,Seychelles,1746440.3546666668,Pg
904,694,Sierra Leone,5192945.6436,Pg
905,702,Singapore,57169260.032,Pg
906,703,Slovakia,136322837.33333334,Pg
907,704,Viet Nam,10687568760.0,Pg
908,705,Slovenia,60436765.333333336,Pg
909,706,Somalia,349843.8852,Pg
910,710,South Africa,1296676326.0,Pg
911,716,Zimbabwe,37232119.978199996,Pg
912,724,Spain,11682327586.666668,Pg
913,740,Suriname,8167887.958500001,Pg
914,748,Eswatini,4921105.1616,Pg
915,752,Sweden,589195050.6666667,Pg
916,756,Switzerland,536056353.3333334,Pg
917,762,Tajikistan,12747.906,Pg
918,764,Thailand,3285347084.571,Pg
919,768,Togo,59100532.55280001,Pg
920,772,Tokelau,0.0,Pg
921,776,Tonga,6592040.421,Pg
922,780,Trinidad and Tobago,4359932.693333333,Pg
923,788,Tunisia,419785.0992,Pg
924,792,Türkiye,0.0,Pg
925,795,Turkmenistan,741137.049,Pg
926,798,Tuvalu,465469.77,Pg
927,800,Uganda,442077052.33800006,Pg
928,804,Ukraine,2269127268.0,Pg
929,807,North Macedonia,49766906.55,Pg
930,818,Egypt,2281633.9974,Pg
931,826,United Kingdom of Great Britain and Northern Ireland,2405018933.3333335,Pg
932,834,United Republic of Tanzania,153043779.6,Pg
933,840,United States of America,28251441506.133335,Pg
934,854,Burkina Faso,772201821.9150001,Pg
935,858,Uruguay,26978640.0,Pg
936,860,Uzbekistan,14012636.090400001,Pg
937,862,Venezuela (Bolivarian Republic of),420840735.0,Pg
938,882,Samoa,5002037.1378,Pg
939,894,Zambia,83547777.60360001,Pg
940,4,Afghanistan,765256592.541,Sh
941,8,Albania,165502224.03184286,Sh
942,12,Algeria,4627265077.772333,Sh
943,24,Angola,42734168.73899999,Sh
944,28,Antigua and Barbuda,22705.9903125,Sh
945,31,Azerbaijan,612272301.8825713,Sh
946,32,Argentina,299152390.0959,Sh
947,36,Australia,4679472797.34375,Sh
948,40,Austria,55979949.1375,Sh
949,44,Bahamas,188528.525625,Sh
950,48,Bahrain,168258737.0736375,Sh
951,50,Bangladesh,223314493.25,Sh
952,51,Armenia,103074255.1436,Sh
953,52,Barbados,531682.96875,Sh
954,56,Belgium,13636104.375,Sh
955,64,Bhutan,173028.53399999999,Sh
956,68,Bolivia (Plurinational State of),369669078.4446666,Sh
957,70,Bosnia and Herzegovina,17908550.334014285,Sh
958,72,Botswana,4807361.667099999,Sh
959,76,Brazil,699876281.1480999,Sh
960,84,Belize,316490.51,Sh
961,96,Brunei Darussalam,200163.0,Sh
962,100,Bulgaria,87567241.31428571,Sh
963,104,Myanmar,25520992.458666667,Sh
964,108,Burundi,5709244.356000001,Sh
965,112,Belarus,6548556.12,Sh
966,120,Cameroon,200576179.35333332,Sh
967,124,Canada,105787827.3759375,Sh
968,132,Cabo Verde,776553.504,Sh
969,140,Central African Republic,18002112.48,Sh
970,144,Sri Lanka,1006235.802,Sh
971,148,Chad,1572016424.3999999,Sh
972,152,Chile,57444837.8925,Sh
973,156,"China, mainland",18492389550.667843,Sh
974,170,Colombia,7923398.769200001,Sh
975,174,Comoros,888237.1979999999,Sh
976,178,Congo,4137168.1799999997,Sh
977,180,Democratic Republic of the Congo,20033915.22,Sh
978,188,Costa Rica,98951.7268,Sh
979,191,Croatia,45239089.6875,Sh
980,192,Cuba,81183045.31,Sh
981,196,Cyprus,76423648.0625,Sh
982,203,Czechia,17145458.0,Sh
983,204,Benin,236900420.55599996,Sh
984,208,Denmark,7631214.375,Sh
985,212,Dominica,172132.08349999998,Sh
986,214,Dominican Republic,5905131.6075,Sh
987,218,Ecuador,48305585.25977142,Sh
988,222,El Salvador,346147.28099999996,Sh
989,226,Equatorial Guinea,694922.7341,Sh
990,231,Ethiopia,759953831.5035,Sh
991,232,Eritrea,50451135.3885,Sh
992,233,Estonia,1688875.3125,Sh
993,234,Faroe Islands,3765003.4790625,Sh
994,242,Fiji,1356387.9,Sh
995,246,Finland,8256723.75,Sh
996,250,France,947170203.4000001,Sh
997,258,French Polynesia,18827.8321875,Sh
998,262,Djibouti,20273206.638,Sh
999,266,Gabon,5544849.1453,Sh
1000,268,Georgia,40914750.0,Sh
1001,270,Gambia,4822807.77,Sh
1002,275,Palestine,247719162.01966664,Sh
1003,276,Germany,198599226.5625,Sh
1004,288,Ghana,235499863.73099998,Sh
1005,300,Greece,1630144360.3750002,Sh
1006,308,Grenada,766294.5736,Sh
1007,320,Guatemala,13143463.3409,Sh
1008,324,Guinea,89841941.46,Sh
1009,328,Guyana,3640868.0731,Sh
1010,332,Haiti,16389536.987999998,Sh
1011,340,Honduras,919360.6829999998,Sh
1012,344,"China, Hong Kong SAR",1563.7734375,Sh
1013,348,Hungary,9667810.3125,Sh
1014,352,Iceland,54756074.4375,Sh
1015,356,India,2585116814.9294996,Sh
1016,360,Indonesia,935776590.5975,Sh
1017,364,Iran (Islamic Republic of),3450722834.0681667,Sh
1018,368,Iraq,359842999.4522857,Sh
1019,372,Ireland,426722495.625,Sh
1020,376,Israel,276632355.3734375,Sh
1021,380,Italy,810416131.3750001,Sh
1022,384,Côte d'Ivoire,77849398.563,Sh
1023,388,Jamaica,51671.92,Sh
1024,392,Japan,1363110.03,Sh
1025,398,Kazakhstan,1077378752.5177715,Sh
1026,400,Jordan,240487475.54042855,Sh
1027,404,Kenya,724861746.5233333,Sh
1028,408,Democratic People's Republic of Korea,7172883.63,Sh
1029,410,Republic of Korea,34027.71,Sh
1030,414,Kuwait,330912587.8658125,Sh
1031,417,Kyrgyzstan,702003201.567,Sh
1032,422,Lebanon,97736734.17116666,Sh
1033,426,Lesotho,10749084.042,Sh
1034,428,Latvia,5066625.9375,Sh
1035,430,Liberia,6673965.21,Sh
1036,434,Libya,247569249.61581427,Sh
1037,440,Lithuania,6004890.0,Sh
1038,442,Luxembourg,431197.3875,Sh
1039,450,Madagascar,9438892.649999999,Sh
1040,454,Malawi,14316134.669999998,Sh
1041,458,Malaysia,9819286.362399999,Sh
1042,466,Mali,83233357.4085,Sh
1043,470,Malta,3724997.1000000006,Sh
1044,478,Mauritania,573556635.4356667,Sh
1045,480,Mauritius,278963.7781,Sh
1046,484,Mexico,479987048.8928142,Sh
1047,496,Mongolia,2027759670.4683332,Sh
1048,498,Republic of Moldova,21005569.183399998,Sh
1049,499,Montenegro,15815754.45798571,Sh
1050,504,Morocco,1672724216.0956666,Sh
1051,508,Mozambique,3929211.0,Sh
1052,512,Oman,238097451.32681254,Sh
1053,516,Namibia,45029908.832,Sh
1054,524,Nepal,73399935.35533333,Sh
1055,528,Netherlands (Kingdom of the),99518541.5625,Sh
1056,540,New Caledonia,29398.940625000003,Sh
1057,554,New Zealand,2833011399.0600004,Sh
1058,558,Nicaragua,213083.106,Sh
1059,562,Niger,161522247.15,Sh
1060,566,Nigeria,1331872977.024,Sh
1061,578,Norway,149574830.90625,Sh
1062,586,Pakistan,2434171711.129,Sh
1063,598,Papua New Guinea,288681.6,Sh
1064,600,Paraguay,12189767.108800001,Sh
1065,604,Peru,223907460.54939997,Sh
1066,608,Philippines,1052064.006,Sh
1067,616,Poland,8147716.6375,Sh
1068,620,Portugal,187566432.90000004,Sh
1069,624,Guinea-Bissau,10157788.008,Sh
1070,626,Timor-Leste,692565.2009999999,Sh
1071,630,Puerto Rico,120785.8603125,Sh
1072,634,Qatar,49990965.6569875,Sh
1073,642,Romania,897187252.3125,Sh
1074,643,Russian Federation,1285539055.01,Sh
1075,646,Rwanda,20776670.892,Sh
1076,659,Saint Kitts and Nevis,61049.715,Sh
1077,662,Saint Lucia,637696.0827,Sh
1078,670,Saint Vincent and the Grenadines,303507.9401,Sh
1079,678,Sao Tome and Principe,30943.058999999997,Sh
1080,682,Saudi Arabia,866341070.3589624,Sh
1081,686,Senegal,416010292.6173333,Sh
1082,688,Serbia,191984960.5785714,Sh
1083,694,Sierra Leone,14498507.43,Sh
1084,702,Singapore,142053.1790625,Sh
1085,703,Slovakia,18360515.1,Sh
1086,705,Slovenia,9283385.2,Sh
1087,706,Somalia,348332292.18,Sh
1088,710,South Africa,1003574040.9228001,Sh
1089,716,Zimbabwe,37015769.241,Sh
1090,724,Spain,1463780998.8125,Sh
1091,728,South Sudan,152542784.30400002,Sh
1092,729,Sudan,2001501112.3019998,Sh
1093,740,Suriname,71501.0193,Sh
1094,748,Eswatini,6442471.181999999,Sh
1095,752,Sweden,31838427.1875,Sh
1096,756,Switzerland,40291433.25,Sh
1097,760,Syrian Arab Republic,1461692566.2,Sh
1098,762,Tajikistan,763148033.3504999,Sh
1099,764,Thailand,986675.3123999999,Sh
1100,768,Togo,39051647.91,Sh
1101,780,Trinidad and Tobago,444111.65625,Sh
1102,784,United Arab Emirates,70428377.3859,Sh
1103,788,Tunisia,611573202.9043332,Sh
1104,792,Türkiye,4031304698.1010284,Sh
1105,795,Turkmenistan,871749692.3676,Sh
1106,800,Uganda,40768200.0,Sh
1107,804,Ukraine,92796475.61666666,Sh
1108,807,North Macedonia,56132344.224999994,Sh
1109,818,Egypt,632516949.4621667,Sh
1110,826,United Kingdom of Great Britain and Northern Ireland,1876811951.295,Sh
1111,834,United Republic of Tanzania,304076098.0095,Sh
1112,840,United States of America,394354267.5,Sh
1113,854,Burkina Faso,180325303.632,Sh
1114,858,Uruguay,170699526.9375,Sh
1115,860,Uzbekistan,1477965371.7749999,Sh
1116,862,Venezuela (Bolivarian Republic of),24137245.63,Sh
1117,887,Yemen,475209292.962,Sh
1118,894,Zambia,6858757.62,Sh
